business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,Tuesday,Wednesday,Thursday,Friday,Saturday,hours,Monday,Sunday,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,DogsAllowed,NoiseLevel,RestaurantsTakeOut,Caters,BikeParking,attributes,HappyHour,WheelchairAccessible,OutdoorSeating,RestaurantsGoodForGroups,Alcohol,RestaurantsReservations,GoodForKids,HasTV,RestaurantsAttire,DriveThru,WiFi,ByAppointmentOnly,BusinessAcceptsBitcoin,RestaurantsTableService,Corkage,BYOBCorkage,Smoking,CoatCheck,GoodForDancing,BYOB,AcceptsInsurance,Open24Hours,garage,street,validated,lot,valet,BusinessParking,Ambience,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,Music,dj,background_music,no_music,jukebox,live,video,karaoke,GoodForMeal,dessert,latenight,lunch,dinner,brunch,breakfast,BestNights,monday,tuesday,friday,wednesday,thursday,sunday,saturday,DietaryRestrictions,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian
VbybyAPjCMzVAKxt3XvAAw,Kelly's Cheesecakes,,Mission Viejo,OR,97006,45.5179745,-122.8541997,4.0,5,1,"Bakeries, Food, Specialty Food, Chocolatiers & Shops, Desserts",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,1,9:0-17:0,9:0-17:0,,True,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
0C5Sh1rnSezdkPptmn6KQw,Raisin Rack Natural Food Market,2545 W Schrock Rd,Westerville,OH,43081,40.1097601,-82.9481241,4.0,64,1,"Herbs & Spices, Food, Grocery, Bakeries, Vitamins & Supplements, Health Markets, Organic Stores, Shopping, Specialty Food",8:0-21:0,8:0-21:0,9:0-18:0,12:0-17:0,8:0-21:0,1,0:0-0:0,10:0-18:0,False,True,2,False,u'average',True,True,True,1,False,,,,'beer_and_wine',,True,,,,,False,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
3LtCoosBuj5_kmdlcyVytg,Transylvanian Traditions Bakery,1111 Davie Street,Vancouver,BC,V6E 1N2,49.2807378,-123.1312214,4.0,87,1,"Bakeries, Custom Cakes, Specialty Food, Patisserie/Cake Shop, Desserts, Macarons, Food",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,1,11:0-21:0,11:0-21:0,False,True,1,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
1oVyFwL96S9AR80VGrpyKA,Galiano Bakery & Cafe,"Food Court, Vancouver International Airport",Vancouver,BC,V6X,49.1962238021,-123.1774045571,3.0,8,0,"Cafes, Food, Bakeries, Restaurants",7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,1,7:0-21:0,7:0-21:0,False,,3,,,True,,False,1,,,,True,,,True,,'casual',,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
-MN8HvzroFTcybmg_LZvkg,Panera Bread,"8 Allstate Rd, Ste 3",Dorchester,MA,02125,42.3262262,-71.0621183,2.0,92,1,"Bagels, Soup, Restaurants, Salad, Sandwiches, Food, Bakeries, Breakfast & Brunch",6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,1,6:0-22:0,7:0-22:0,True,True,1,,u'average',True,True,True,1,,,False,True,u'none',False,True,True,u'casual',True,u'free',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,False,False,0,,,,,,,,0,,,,,,,
Z0FHfkZCDRv649b3v1ustw,Nordstrom Ebar Artisan Coffee,9700 SW Washington Square Rd,Tigard,OR,97223,45.4476344,-122.7830099,4.5,7,1,"Food, Bakeries, Sandwiches, Restaurants, Coffee & Tea, Nightlife, Coffeeshops, Internet Cafes",9:0-19:0,9:0-19:0,9:0-19:0,9:0-20:0,9:0-20:0,1,9:0-19:0,10:0-18:0,False,True,1,,'average',True,False,True,1,,,False,False,u'none',False,True,False,u'casual',,'free',,,,,,,,,,,,True,False,False,,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
j4gEnIj8iEu9JvAXBwqxXQ,Mega Bakery,3779 Sexsmith Road,Richmond,BC,V6X 3Z9,49.1851796,-123.1291287,3.5,7,1,"Food, Bakeries",,,,,,0,,,False,,1,,,False,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
Yc-sup8lxFlIsKtUCHk6Yg,Shipley Do-Nuts,"1045 Norwood Park Blvd, Ste 100",Austin,TX,78753,30.3377161,-97.6927563,3.0,20,1,"Bakeries, Food, Donuts, Breakfast & Brunch, Restaurants, Coffee & Tea",5:0-16:0,5:0-16:0,5:0-14:0,5:0-14:0,5:0-16:0,1,5:0-16:0,5:0-16:0,True,True,,,,True,True,True,1,False,True,False,,,,,,,,u'no',,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
OPFAHCE8zPxWf7-I132h1g,Upper Crust Bakery,4508 Burnet Rd,Austin,TX,78756,30.3158165,-97.7416512,4.0,548,1,"Sandwiches, Bakeries, Desserts, Food, Restaurants",8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,1,8:0-14:0,,None,True,1,False,u'average',None,True,True,1,,True,None,True,u'none',False,True,False,u'casual',False,u'no',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
q4h65gpR54_AtBJf6vihaw,Block's Hot Bagels Deli & Bakery,3415 E Broad St,Columbus,OH,43213,39.9720701,-82.9089342,3.0,49,0,"Bakeries, Sandwiches, Food, Bagels, Breakfast & Brunch, Restaurants",6:0-17:30,6:0-17:30,6:0-17:30,6:0-17:30,6:30-16:0,1,6:0-17:30,6:30-16:0,False,True,1,,u'average',True,True,False,1,,,False,True,u'none',False,True,False,u'casual',,u'no',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
jd0XyZCTzMOwiSrVjCwcpQ,Viva Fine Foods & Bakery,1555 Yew Street,Vancouver,BC,V6K 3E5,49.271976,-123.155154,4.0,52,1,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea, Bakeries",7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-17:0,1,7:0-17:0,8:0-17:0,False,,2,,u'loud',True,True,True,1,,,True,True,,False,True,True,'casual',,u'free',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,,False,False,False,False,True,0,,,,,,,,1,False,False,False,False,True,True,0,,,,,,,,0,,,,,,,
le7PxVPtYAhDb3UOcaGilg,Europe Old Fashion Bakery & Deli,2552 Shaughnessy Street,Port Coquitlam,BC,V3C 3G4,49.2620319,-122.7813942,4.0,24,1,"Bakeries, Event Planning & Services, Food, Delis, Shopping, Restaurants, Sandwiches, Caterers",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,1,8:0-18:0,,False,,1,,u'loud',True,,,1,,,False,True,,False,True,True,'casual',,u'no',,,,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
sZlEsNzaNJI0AcanjYyPbQ,Southern Home Bakery,2322 Edgewater Dr,Orlando,FL,32804,28.5728223,-81.3896444,4.0,37,1,"Food, Desserts, Bakeries",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-15:0,1,10:0-17:0,,True,True,2,,,True,,True,1,,True,,,,,,,,,,,,,,,,,,,,,False,True,False,,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
u8323fYN3b4ZJXOILZx54Q,Cavallari Gourmet,"1954 W State Rd 426, Ste 1172",Oviedo,FL,32765,28.653634,-81.22892,4.5,108,1,"Arts & Entertainment, Meat Shops, Sandwiches, Bakeries, Wineries, Restaurants, Food, Specialty Food, Delis",10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,1,10:0-19:0,10:0-18:0,True,True,2,,'average',True,True,True,1,,True,True,False,u'beer_and_wine',False,False,False,u'casual',,'no',,,False,,,,,,False,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,True,False,True,False,False,False,0,,,,,,,,0,,,,,,,
NoJMIE-1WZwi9k8JJKTKTw,Goldstone Bakery and Restaurant,"139 Keefer Street, Suite B",Vancouver,BC,V6A,49.2795955,-123.100776,4.0,116,0,"Bakeries, Restaurants, Asian Fusion, Chinese, Food",,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,1,7:30-19:0,7:30-19:0,False,,1,False,u'average',True,False,True,1,,,False,True,u'none',False,True,True,u'casual',,u'free',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,False,True,0,,,,,,,,0,,,,,,,
-WA4tNsXZq5sxcGw8a5_IQ,Kerbey Lane Cafe - Southwest,4301 W William Cannon Dr,Austin,TX,78749,30.2215037,-97.8411819,3.5,670,1,"Food, Bakeries, Breakfast & Brunch, American (Traditional), Diners, Tex-Mex, American (New), Restaurants",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,1,7:0-22:0,7:0-22:0,True,True,2,True,u'average',True,False,True,1,False,True,True,True,u'beer_and_wine',False,True,True,u'casual',,u'free',False,False,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,,,True,,True,True,0,,,,,,,,0,,,,,,,
gMBkuyNaAx-As0XkgmlbtA,Tainos Bakery,4150 W Vine St,Kissimmee,FL,34741,28.303891307,-81.4475655554,3.5,30,1,"Bakeries, Restaurants, Breakfast & Brunch, Burgers, Desserts, Spanish, Food",,,,,,0,,,True,,1,,u'average',,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
ssxuzp6oKCaSwEJASIRmPQ,Sugarstar Dessert Trailer,610 Martin Luther King Jr Blvd,Austin,TX,78701,30.282815,-97.744746,4.0,6,0,"Desserts, Restaurants, Caterers, Food, Event Planning & Services, Bakeries, Food Stands",11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,1,,,True,True,1,,,True,,,1,,,True,True,u'none',False,True,,u'casual',,,,,,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
Z4UCQ6jw0lzvVww-KQPEUw,Walmart,1801 Howell Mill Rd Nw,Atlanta,GA,30318,33.8025504,-84.4107791,2.0,54,0,"Fashion, Arts & Crafts, Discount Store, Drugstores, Health & Medical, Shopping, Optometrists, Electronics, Cosmetics & Beauty Supply, Bakeries, Jewelry, Food, Beauty & Spas, Mobile Phones, Grocery, Department Stores, Books, Mags, Music & Video",6:0-21:0,,6:0-0:0,6:0-0:0,6:0-0:0,1,6:0-0:0,6:0-0:0,,True,1,,,,,True,1,,,,,,,,,,,,False,,,,,,,,,,,True,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
on56gslPtEyeWcSCGHeYZQ,Allyson A Bake Shop,122 E 4th Ave,Mount Dora,FL,32757,28.799503,-81.64428,4.5,35,1,"Food, Bakeries, Cupcakes, Desserts, Coffee & Tea",8:0-17:0,8:0-17:0,8:0-12:0,8:0-17:0,8:0-17:0,1,0:0-0:0,8:0-17:0,True,True,,False,u'quiet',True,True,False,1,,True,True,,,,,,,,u'free',,False,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
KAaamfQTAkl_s6JIore6og,Dulce Tentacion Bakery,3220 E 4th Plain Blvd,Vancouver,WA,98661,45.6378383,-122.6363757,4.0,29,1,"Food, Bakeries",8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,1,8:0-21:0,8:0-17:0,False,True,1,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
4rIHHA5IHuV2s_vyArNenQ,Kiwan Cafe Rio,2144 SE Oak Grove Blvd,Oak Grove,OR,97267,45.4166059,-122.6411111,4.5,79,0,"Food, Coffee & Tea, Restaurants, Bakeries, Breakfast & Brunch, Gluten-Free, Cafes",8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,9:30-18:0,1,10:0-18:0,9:30-18:0,False,True,2,,u'quiet',True,False,True,1,,,True,True,u'none',True,True,False,u'casual',,u'free',,,True,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
jKEJrDlWl0RqAnhp7ZQYkg,Clinton Street Coffeehouse,2706 SE 26th Ave,Portland,OR,97202,45.5033822,-122.6395412,3.5,77,1,"Restaurants, Ice Cream & Frozen Yogurt, Coffee Roasteries, Internet Cafes, Coffee & Tea, Sandwiches, Food, Cafes, Bakeries",7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,1,7:0-15:0,7:0-15:0,False,True,1,,,True,True,True,1,False,True,True,False,'none',False,,False,,,u'free',,,False,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
Fv1lMOtEKo8gfNTg6Y16nQ,Lone Star Kolaches,"3800 N Lamar Blvd, Ste 700",Austin,TX,78756,30.3059661,-97.7430818,4.0,41,0,"Breakfast & Brunch, Bakeries, Restaurants, Food",5:30-14:30,5:30-14:30,5:30-14:30,5:30-14:30,5:30-14:30,1,5:30-14:30,5:30-14:30,False,True,1,,u'quiet',True,True,,1,,,True,False,u'none',False,True,False,'casual',,u'no',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
AW850xyNUeevLD3HrpuViA,Tous Les Jours,24 Tremont St,Boston,MA,02108,42.3587173,-71.0597373,4.0,56,0,"Bakeries, Restaurants, Patisserie/Cake Shop, Food, Desserts, Sandwiches, Coffee & Tea",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,10:0-19:0,1,7:0-19:0,,False,True,1,False,u'quiet',True,True,False,1,,True,False,True,,True,True,False,'casual',,u'free',,,True,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
_HDVN8F-JoSRYXzUalUFvQ,Saint Germain Bakery,"6060 Minoru Boulevard, Unit 2000",Richmond,BC,V6Y 2V7,49.1654884,-123.1383522,3.5,8,1,"Bakeries, Food",10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,1,10:0-18:0,11:0-19:0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
cD7_zFk_q0-DlGxCLCmGFA,Sophia's Greek Pantry,265 Belmont St,Belmont,MA,02478,42.3770203,-71.162606,5.0,140,1,"Bakeries, Specialty Food, Fruits & Veggies, Ethnic Food, Food",8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,1,8:0-19:0,,True,True,2,,,True,True,False,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
3iflXLCloP1XI8GwgdbYBA,Nelson the Seagull,315 Carrall Street,Vancouver,BC,V6A 0A7,49.2819249382,-123.1043253963,4.0,221,1,"Bakeries, Coffee & Tea, Food",8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,9:0-18:0,1,8:0-16:0,9:0-18:0,True,,2,False,,True,False,True,1,,,True,,,,,,,,u'free',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
oMRd59l9tECM9Jvy12kDgg,Donut Tacos Palace I,5446 W Hwy 290,Austin,TX,78735,30.2373452177,-97.8402669395,3.5,125,1,"Donuts, Restaurants, Bakeries, Sandwiches, Mexican, Breakfast & Brunch, Tacos, Food",5:0-13:0,5:0-13:0,5:0-13:0,5:0-13:0,5:0-13:0,1,5:0-13:0,5:0-13:0,True,True,1,False,'average',True,False,False,1,,,False,False,u'none',False,True,True,u'casual',,u'no',,False,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,
_hvHNH2DskVyN7zr6bGqIw,"R Cafe née ""Red Velvet Cafe Pickerington""",1188 Hill Rd N,Pickerington,OH,43147,39.9120651773,-82.7788925171,5.0,51,0,"Sandwiches, Cupcakes, Empanadas, Food, Restaurants, Bakeries, Cafes, Coffee & Tea",,,,,,0,,,False,True,1,,u'quiet',True,False,True,1,,,True,False,u'none',True,True,False,u'casual',,u'no',False,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
D07moVxx80IoBMLnV5ZlbA,Ben & Jerry’s,1203 Pearl St,Boulder,CO,80302,40.0180403616,-105.2798485,3.5,29,1,"Ice Cream & Frozen Yogurt, Restaurants, Desserts, Caterers, Food, Bakeries, Event Planning & Services, Custom Cakes",12:0-21:0,12:0-21:0,12:0-21:0,11:0-22:0,11:0-22:0,1,12:0-21:0,11:0-21:0,True,True,1,False,,True,False,True,1,,,,,,,,,,,u'no',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
bYEOSMhgXnJSheVD03X4aw,Kourosh Bakery,1248 Lynn Valley Road,North Vancouver,BC,V7J 2A3,49.3366907,-123.0394822,4.5,12,1,"Persian/Iranian, Restaurants, Coffee & Tea, Desserts, Food, Bakeries",10:0-20:0,10:0-20:0,9:30-21:0,10:0-21:0,10:0-21:0,1,,10:0-21:0,True,,,,,True,True,True,1,,True,False,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
XMe5OfleuUgGCdWIKORiyA,Crumbl Cookies - Southpark Meadows,"9600 Interstate 35 South, Ste 31",Austin,TX,78748,30.1595744019,-97.7922911308,4.5,21,1,"Food, Bakeries, Ice Cream & Frozen Yogurt, Desserts",8:0-22:0,8:0-22:0,8:0-21:0,8:0-0:0,8:0-0:0,1,0:0-0:0,,True,,,,,True,True,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
G9GfKT8blDbG_Pp_JTxWxg,Sugar Magnolia,,Saint Cloud,FL,34769,28.249689,-81.287331,4.0,9,0,"Bakeries, Restaurants, Desserts, Ice Cream & Frozen Yogurt, Food",,,,,,0,,,False,True,1,,u'quiet',True,True,,1,,,True,True,u'none',False,True,False,u'casual',,u'free',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
ji3afArmd2Wtqy-D3PdUhQ,Choulala Pastries,340 N Park Ave,Winter Park,FL,32789,28.6001164,-81.3508986,4.5,40,1,"Desserts, Gelato, Food, Patisserie/Cake Shop, Bakeries",10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,1,10:0-22:0,10:0-22:0,False,True,2,True,u'quiet',True,True,False,1,,True,,,,,True,,,False,,,False,,,,,,,,,,True,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
P9xYOgJUFsTF8jKnmeqGBg,Randalls Food & Pharmacy,6800 Berkman Dr,Austin,TX,78723,30.3203622,-97.6904079,2.5,6,0,"Bakeries, Grocery, Flowers & Gifts, Shopping, Florists, Food, Restaurants",,,,,,0,,,,True,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
kdUsqOIIfBOdFe9kibfzlQ,The Fuller Cup,11 Thompson St,Winchester,MA,01890,42.4519666653,-71.1370452567,4.5,77,1,"Restaurants, Coffee & Tea, Food, Sandwiches, Cafes, Salad, Bakeries",7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,1,7:0-15:0,7:0-15:0,True,True,1,True,u'average',True,True,True,1,False,False,True,False,u'none',False,True,False,u'casual',,u'free',,False,False,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,True,False,False,True,0,,,,,,,,1,False,False,True,False,False,True,0,,,,,,,,0,,,,,,,
Yfyg_Xs5E_ir-gKDEzou5A,Old Manila Bakery,9-6390 No.3 Road,Richmond,BC,V6Y 2B3,49.1667662,-123.1363718,4.0,6,0,"Food, Bakeries",11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-18:0,1,11:0-19:0,,False,,2,,,,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
BJL8vlP8HsaxzfO5pB0z8w,Panera Bread,2924 E Broad St,Columbus,OH,43209,39.971329,-82.922863,2.0,40,1,"Food, Bagels, Sandwiches, Restaurants, Soup, Salad, Breakfast & Brunch, Bakeries",6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,1,6:0-21:0,7:0-20:0,True,True,2,,,True,True,True,1,,,False,True,'none',False,True,True,'casual',True,'free',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
h9GntUu6-mekPzakUY1FoQ,Our CupCakery,54 S High St,Dublin,OH,43017,40.098491,-83.1133542,4.0,47,1,"Cupcakes, Arts & Crafts, Shopping, Event Planning & Services, Bakeries, Food, Education, Cooking Classes, Wedding Planning, Specialty Schools, Cooking Schools, Custom Cakes",11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,10:0-15:0,1,0:0-0:0,,True,True,2,,,False,True,True,1,,True,,,,,,,,,,,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
pZb7_7LzF03X-VE1uOQbCA,Pacific Bread Company,2086-2092 E Hastings Street,Vancouver,BC,V5L 1T9,49.2809597059,-123.062159408,4.0,23,1,"Food, Bakeries",,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,1,9:0-19:0,10:0-19:0,False,,2,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
DYtx62d382mPm3-Q8lLInA,Alfredo Aiello Italian Foods - Canton,2182 Washington St,Canton,MA,02021,42.1915842,-71.1182266,3.5,20,1,"Food, Italian, Restaurants, Delis, Grocery, Bakeries, International Grocery, Specialty Food",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,1,,,False,True,2,False,u'quiet',True,False,False,1,,True,False,True,u'none',False,True,False,u'casual',,u'no',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
wyNFqkgseU6yG969FSzO2Q,Brit Bakery,407 Concord Ave,Cambridge,MA,02138,42.3859093,-71.1380332,5.0,32,0,"Bakeries, Desserts, Food, Caterers, Cupcakes, Event Planning & Services",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-19:0,1,0:0-0:0,,True,True,,True,,True,True,True,1,,,,,,,,,,,u'free',,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
6YTR6EjinD0jNx029kds2Q,Soul Cake,,Boston,MA,02472,42.3653524,-71.1843543,4.5,10,1,"Food, Bakeries, Wedding Planning, Event Planning & Services, Desserts, Caterers, Custom Cakes",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,1,10:0-16:0,,True,True,2,False,,False,True,False,1,False,False,,,,,,,,,,,False,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
s2RP7FLd_6ti_cKIv7IVqQ,Coco Leaf,1480 Dorchester Ave,Boston,MA,02122,42.3001218,-71.0599773,4.5,242,1,"Desserts, Coffee & Tea, Internet Cafes, Bakeries, Juice Bars & Smoothies, Food",9:0-20:0,9:0-20:0,9:0-20:0,10:0-20:0,9:0-21:0,1,0:0-0:0,9:0-20:0,True,True,1,False,u'average',True,False,False,1,False,True,False,,,,True,,,False,u'free',,False,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
5zKM4KzPzn-Go-QfrSIORw,Bob's Red Mill,5000 SE International Way,Milwaukie,OR,97222,45.4326012,-122.6112897,4.0,574,1,"American (Traditional), Grocery, Specialty Food, Bakeries, Health Markets, Gluten-Free, Breakfast & Brunch, Food, Restaurants, Diners, Sandwiches",6:0-16:0,8:0-17:0,8:0-17:0,8:0-17:0,6:0-16:0,1,0:0-0:0,9:0-15:0,False,True,1,False,u'average',True,False,True,1,False,True,True,True,u'none',False,True,False,u'casual',,u'free',False,,,,,,,,False,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
ylNCu5F3uXBIujGkqeI0uQ,Maison Robert Fine Chocolates,"5256 Peachtree Rd, Ste 110",Atlanta,GA,30341,33.8890675,-84.3048857,4.5,70,0,"Specialty Food, Chocolatiers & Shops, Desserts, Food, Bakeries, Candy Stores",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-17:0,1,,,False,True,2,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
